Type                                  Module                      Label             Process   
vector<int>                           "muonSeededTracksOutIn"     ""                "Demo"    
vector<int>                           "muonSeededTracksOutInDisplaced"   ""                "Demo"    
vector<int>                           "pixelPairStepTracks"       ""                "Demo"    
vector<l1extra::L1EmParticle>         "l1extraParticles"          "Isolated"        "Demo"    
vector<l1extra::L1EmParticle>         "l1extraParticles"          "NonIsolated"     "Demo"    
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MET"             "Demo"    
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MHT"             "Demo"    
vector<l1extra::L1HFRings>            "l1extraParticles"          ""                "Demo"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Central"         "Demo"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Forward"         "Demo"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "IsoTau"          "Demo"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Tau"             "Demo"    
vector<l1extra::L1MuonParticle>       "l1extraParticles"          ""                "Demo"    
vector<l1t::CPPFDigi>                 "emtfStage2Digis"           ""                "Demo"    
vector<l1t::CPPFDigi>                 "rpcCPPFRawToDigi"          ""                "Demo"    
vector<l1t::EMTFDaqOut>               "emtfStage2Digis"           ""                "Demo"    
vector<l1t::EMTFHit>                  "emtfStage2Digis"           ""                "Demo"    
vector<l1t::EMTFTrack>                "emtfStage2Digis"           ""                "Demo"    
vector<reco::BasicJet>                "ak8PFJetsPuppiSoftDrop"    ""                "Demo"    
vector<reco::CaloCluster>             "hfEMClusters"              ""                "Demo"    
vector<reco::CaloCluster>             "hgcalLayerClusters"        ""                "Demo"    
vector<reco::CaloCluster>             "lowPtGsfElectronSuperClusters"   ""                "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   ""                "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCalFromMultiCl"   ""                "Demo"    
vector<reco::CaloCluster>             "particleFlowEGamma"        "EBEEClusters"    "Demo"    
vector<reco::CaloCluster>             "particleFlowEGamma"        "ESClusters"      "Demo"    
vector<reco::CaloCluster>             "cleanedHybridSuperClusters"   "hybridBarrelBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "hybridSuperClusters"       "hybridBarrelBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "uncleanedHybridSuperClusters"   "hybridBarrelBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "multi5x5BasicClustersCleaned"   "multi5x5BarrelBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "multi5x5BasicClustersUncleaned"   "multi5x5BarrelBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "multi5x5BasicClustersCleaned"   "multi5x5EndcapBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "multi5x5BasicClustersUncleaned"   "multi5x5EndcapBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "multi5x5EndcapBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALBarrel"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   "particleFlowBasicClusterECALBarrel"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCalFromMultiCl"   "particleFlowBasicClusterECALBarrel"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALEndcap"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALPreshower"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   "particleFlowBasicClusterECALPreshower"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCalFromMultiCl"   "particleFlowBasicClusterECALPreshower"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALBarrel"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALEndcap"   "Demo"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALPreshower"   "Demo"    
vector<reco::CaloCluster>             "hgcalLayerClusters"        "sharing"         "Demo"    
vector<reco::CaloCluster>             "hybridSuperClusters"       "uncleanOnlyHybridBarrelBasicClusters"   "Demo"    
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "uncleanOnlyMulti5x5EndcapBasicClusters"   "Demo"    
vector<reco::CaloJet>                 "JetPlusTrackAddonSeedReco"   ""                "Demo"    
vector<reco::CaloJet>                 "JetPlusTrackZSPCorJetAntiKt4"   ""                "Demo"    
vector<reco::CaloJet>                 "ak4CaloJets"               ""                "Demo"    
vector<reco::CaloJet>                 "ak4CaloJetsForTrk"         ""                "Demo"    
vector<reco::CaloMET>                 "caloMet"                   ""                "Demo"    
vector<reco::CaloMET>                 "caloMetBE"                 ""                "Demo"    
vector<reco::CaloMET>                 "caloMetBEFO"               ""                "Demo"    
vector<reco::CaloMET>                 "caloMetM"                  ""                "Demo"    
vector<reco::CaloMuon>                "earlyDisplacedMuons"       ""                "Demo"    
vector<reco::CaloMuon>                "earlyMuons"                ""                "Demo"    
vector<reco::CaloMuon>                "muons1stStep"              ""                "Demo"    
vector<reco::CaloMuon>                "muonsFromCosmics"          ""                "Demo"    
vector<reco::CaloMuon>                "muonsFromCosmics1Leg"      ""                "Demo"    
vector<reco::Conversion>              "allConversions"            ""                "Demo"    
vector<reco::Conversion>              "conversions"               ""                "Demo"    
vector<reco::Conversion>              "particleFlowEGamma"        ""                "Demo"    
vector<reco::Conversion>              "uncleanedOnlyAllConversions"   ""                "Demo"    
vector<reco::Conversion>              "gsfTracksOpenConversions"   "gsfTracksOpenConversions"   "Demo"    
vector<reco::Conversion>              "conversions"               "uncleanedConversions"   "Demo"    
vector<reco::ConversionTrack>         "conversionStepConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "generalConversionStepConversionTrackMerger"   ""                "Demo"    
vector<reco::ConversionTrack>         "generalConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "generalInOutOutInConversionTrackMerger"   ""                "Demo"    
vector<reco::ConversionTrack>         "gsfConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "gsfGeneralInOutOutInConversionTrackMerger"   ""                "Demo"    
vector<reco::ConversionTrack>         "gsfTracksOpenConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "inOutConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "inOutOutInConversionTrackMerger"   ""                "Demo"    
vector<reco::ConversionTrack>         "outInConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "uncleanedOnlyGeneralConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "uncleanedOnlyGeneralInOutOutInConversionTrackMerger"   ""                "Demo"    
vector<reco::ConversionTrack>         "uncleanedOnlyGsfConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "uncleanedOnlyGsfGeneralInOutOutInConversionTrackMerger"   ""                "Demo"    
vector<reco::ConversionTrack>         "uncleanedOnlyInOutConversionTrackProducer"   ""                "Demo"    
vector<reco::ConversionTrack>         "uncleanedOnlyInOutOutInConversionTrackMerger"   ""                "Demo"    
vector<reco::ConversionTrack>         "uncleanedOnlyOutInConversionTrackProducer"   ""                "Demo"    
vector<reco::DeDxHitInfo>             "dedxHitInfo"               ""                "Demo"    
vector<reco::ElectronSeed>            "ecalDrivenElectronSeeds"   ""                "Demo"    
vector<reco::ElectronSeed>            "ecalDrivenElectronSeedsFromMultiCl"   ""                "Demo"    
vector<reco::ElectronSeed>            "electronMergedSeeds"       ""                "Demo"    
vector<reco::ElectronSeed>            "electronMergedSeedsFromMultiCl"   ""                "Demo"    
vector<reco::ElectronSeed>            "lowPtGsfElectronSeeds"     ""                "Demo"    
vector<reco::ElectronSeed>            "uncleanedOnlyElectronSeeds"   ""                "Demo"    
vector<reco::ElectronSeed>            "trackerDrivenElectronSeeds"   "SeedsForGsf"     "Demo"    
vector<reco::ForwardProton>           "ctppsProtons"              "multiRP"         "Demo"    
vector<reco::ForwardProton>           "ctppsProtons"              "singleRP"        "Demo"    
vector<reco::GsfElectron>             "ecalDrivenGsfElectrons"    ""                "Demo"    
vector<reco::GsfElectron>             "ecalDrivenGsfElectronsFromMultiCl"   ""                "Demo"    
vector<reco::GsfElectron>             "electronsWithPresel"       ""                "Demo"    
vector<reco::GsfElectron>             "gedGsfElectrons"           ""                "Demo"    
vector<reco::GsfElectron>             "gedGsfElectronsTmp"        ""                "Demo"    
vector<reco::GsfElectron>             "lowPtGsfElectrons"         ""                "Demo"    
vector<reco::GsfElectron>             "mvaElectrons"              ""                "Demo"    
vector<reco::GsfElectron>             "uncleanedOnlyGsfElectrons"   ""                "Demo"    
vector<reco::GsfElectronCore>         "ecalDrivenGsfElectronCores"   ""                "Demo"    
vector<reco::GsfElectronCore>         "ecalDrivenGsfElectronCoresFromMultiCl"   ""                "Demo"    
vector<reco::GsfElectronCore>         "gedGsfElectronCores"       ""                "Demo"    
vector<reco::GsfElectronCore>         "lowPtGsfElectronCores"     ""                "Demo"    
vector<reco::GsfElectronCore>         "uncleanedOnlyGsfElectronCores"   ""                "Demo"    
vector<reco::GsfPFRecTrack>           "lowPtGsfElePfGsfTracks"    ""                "Demo"    
vector<reco::GsfPFRecTrack>           "pfTrackElec"               ""                "Demo"    
vector<reco::GsfPFRecTrack>           "uncleanedOnlyPfTrackElec"   ""                "Demo"    
vector<reco::GsfPFRecTrack>           "lowPtGsfElePfGsfTracks"    "Secondary"       "Demo"    
vector<reco::GsfPFRecTrack>           "pfTrackElec"               "Secondary"       "Demo"    
vector<reco::GsfPFRecTrack>           "uncleanedOnlyPfTrackElec"   "Secondary"       "Demo"    
vector<reco::GsfTrack>                "electronGsfTracks"         ""                "Demo"    
vector<reco::GsfTrack>                "electronGsfTracksFromMultiCl"   ""                "Demo"    
vector<reco::GsfTrack>                "lowPtGsfEleGsfTracks"      ""                "Demo"    
vector<reco::GsfTrack>                "uncleanedOnlyElectronGsfTracks"   ""                "Demo"    
vector<reco::GsfTrackExtra>           "electronGsfTracks"         ""                "Demo"    
vector<reco::GsfTrackExtra>           "electronGsfTracksFromMultiCl"   ""                "Demo"    
vector<reco::GsfTrackExtra>           "lowPtGsfEleGsfTracks"      ""                "Demo"    
vector<reco::GsfTrackExtra>           "uncleanedOnlyElectronGsfTracks"   ""                "Demo"    
vector<reco::HFEMClusterShape>        "hfEMClusters"              ""                "Demo"    
vector<reco::HGCalMultiCluster>       "hgcalMultiClusters"        ""                "Demo"    
vector<reco::HGCalMultiCluster>       "ticlMultiClustersFromTrackstersEM"   ""                "Demo"    
vector<reco::HGCalMultiCluster>       "ticlMultiClustersFromTrackstersHAD"   ""                "Demo"    
vector<reco::HGCalMultiCluster>       "ticlMultiClustersFromTrackstersMIP"   ""                "Demo"    
vector<reco::HGCalMultiCluster>       "ticlMultiClustersFromTrackstersMerge"   ""                "Demo"    
vector<reco::HGCalMultiCluster>       "ticlMultiClustersFromTrackstersTrk"   ""                "Demo"    
vector<reco::HGCalMultiCluster>       "hgcalMultiClusters"        "sharing"         "Demo"    
vector<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo> >    "pfImpactParameterTagInfos"   ""                "Demo"    
vector<reco::JPTJet>                  "JetPlusTrackZSPCorJetAntiKt4"   ""                "Demo"    
vector<reco::Muon>                    "earlyDisplacedMuons"       ""                "Demo"    
vector<reco::Muon>                    "earlyMuons"                ""                "Demo"    
vector<reco::Muon>                    "muons"                     ""                "Demo"    
vector<reco::Muon>                    "muons1stStep"              ""                "Demo"    
vector<reco::Muon>                    "muonsFromCosmics"          ""                "Demo"    
vector<reco::Muon>                    "muonsFromCosmics1Leg"      ""                "Demo"    
vector<reco::MuonTrackLinks>          "displacedGlobalMuons"      ""                "Demo"    
vector<reco::MuonTrackLinks>          "globalMuons"               ""                "Demo"    
vector<reco::PFBlock>                 "particleFlowBlock"         ""                "Demo"    
vector<reco::PFBlock>                 "simPFProducer"             ""                "Demo"    
vector<reco::PFCandidate>             "particleFlow"              ""                "Demo"    
vector<reco::PFCandidate>             "particleFlowEGamma"        ""                "Demo"    
vector<reco::PFCandidate>             "particleFlowForChargedMET"   ""                "Demo"    
vector<reco::PFCandidate>             "particleFlowTmp"           ""                "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     ""                "Demo"    
vector<reco::PFCandidate>             "pfAllChargedHadrons"       ""                "Demo"    
vector<reco::PFCandidate>             "pfAllChargedParticles"     ""                "Demo"    
vector<reco::PFCandidate>             "pfAllNeutralHadrons"       ""                "Demo"    
vector<reco::PFCandidate>             "pfAllNeutralHadronsAndPhotons"   ""                "Demo"    
vector<reco::PFCandidate>             "pfAllPhotons"              ""                "Demo"    
vector<reco::PFCandidate>             "pfNoPileUpCandidates"      ""                "Demo"    
vector<reco::PFCandidate>             "pfPileUpAllChargedParticles"   ""                "Demo"    
vector<reco::PFCandidate>             "pfTICL"                    ""                "Demo"    
vector<reco::PFCandidate>             "puppi"                     ""                "Demo"    
vector<reco::PFCandidate>             "puppiNoLep"                ""                "Demo"    
vector<reco::PFCandidate>             "simPFProducer"             ""                "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "AddedMuonsAndHadrons"   "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedCosmicsMuons"   "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedFakeMuons"   "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedHF"       "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedPunchThroughMuons"   "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedPunchThroughNeutralHadrons"   "Demo"    
vector<reco::PFCandidate>             "particleFlowTmpBarrel"     "CleanedTrackerAndGlobalMuons"   "Demo"    
vector<reco::PFCandidateEGammaExtra>    "particleFlowEGamma"        ""                "Demo"    
vector<reco::PFCluster>               "particleFlowBadHcalPseudoCluster"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterECAL"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterECALUncorrected"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterHBHE"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterHCAL"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterHF"     ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterHGCal"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterHGCalFromMultiCl"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterHO"     ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterOOTECAL"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterOOTECALUncorrected"   ""                "Demo"    
vector<reco::PFCluster>               "particleFlowClusterPS"     ""                "Demo"    
vector<reco::PFCluster>               "particleFlowTimeAssignerECAL"   ""                "Demo"    
vector<reco::PFConversion>            "pfConversions"             ""                "Demo"    
vector<reco::PFConversion>            "uncleanedOnlyPfConversions"   ""                "Demo"    
vector<reco::PFDisplacedTrackerVertex>    "pfDisplacedTrackerVertex"   ""                "Demo"    
vector<reco::PFDisplacedVertex>       "particleFlowDisplacedVertex"   ""                "Demo"    
vector<reco::PFDisplacedVertexCandidate>    "particleFlowDisplacedVertexCandidate"   ""                "Demo"    
vector<reco::PFJet>                   "ak4PFJets"                 ""                "Demo"    
vector<reco::PFJet>                   "ak4PFJetsCHS"              ""                "Demo"    
vector<reco::PFJet>                   "ak4PFJetsPuppi"            ""                "Demo"    
vector<reco::PFJet>                   "ak8PFJetsPuppi"            ""                "Demo"    
vector<reco::PFJet>                   "ak8PFJetsPuppiConstituents"   ""                "Demo"    
vector<reco::PFJet>                   "ak8PFJetsPuppiSoftDrop"    "SubJets"         "Demo"    
vector<reco::PFJet>                   "recoTauAK4PFJets08Region"   "jets"            "Demo"    
vector<reco::PFMET>                   "pfChMet"                   ""                "Demo"    
vector<reco::PFMET>                   "pfMet"                     ""                "Demo"    
vector<reco::PFMET>                   "pfMetPuppi"                ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitECAL"    ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHBHE"    ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHF"      ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHGC"     ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHO"      ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitOOTECAL"   ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitPS"      ""                "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitECAL"    "Cleaned"         "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHBHE"    "Cleaned"         "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHF"      "Cleaned"         "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHGC"     "Cleaned"         "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitHO"      "Cleaned"         "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitOOTECAL"   "Cleaned"         "Demo"    
vector<reco::PFRecHit>                "particleFlowRecHitPS"      "Cleaned"         "Demo"    
vector<reco::PFRecHit>                "particleFlowBadHcalPseudoCluster"   "hits"            "Demo"    
vector<reco::PFRecTrack>              "lowPtGsfElePfTracks"       ""                "Demo"    
vector<reco::PFRecTrack>              "pfConversions"             ""                "Demo"    
vector<reco::PFRecTrack>              "pfDisplacedTrackerVertex"   ""                "Demo"    
vector<reco::PFRecTrack>              "pfTrack"                   ""                "Demo"    
vector<reco::PFRecTrack>              "pfV0"                      ""                "Demo"    
vector<reco::PFRecTrack>              "uncleanedOnlyPfConversions"   ""                "Demo"    
vector<reco::PFRecTrack>              "uncleanedOnlyPfTrack"      ""                "Demo"    
vector<reco::PFRecTrack>              "hgcalTrackCollection"      "TracksInHGCal"   "Demo"    
vector<reco::PFRecTrack>              "hgcalTrackCollection"      "TracksNotInHGCal"   "Demo"    
vector<reco::PFTau>                   "combinatoricRecoTaus"      ""                "Demo"    
vector<reco::PFTau>                   "hpsPFTauProducer"          ""                "Demo"    
vector<reco::PFTau>                   "hpsPFTauProducerSansRefs"   ""                "Demo"    
vector<reco::PFTauTagInfo>            "pfRecoTauTagInfoProducer"   ""                "Demo"    
vector<reco::PFTauTransverseImpactParameter>    "hpsPFTauTransverseImpactParameters"   "PFTauTIP"        "Demo"    
vector<reco::PFV0>                    "pfV0"                      ""                "Demo"    
vector<reco::Photon>                  "gedPhotons"                ""                "Demo"    
vector<reco::Photon>                  "gedPhotonsTmp"             ""                "Demo"    
vector<reco::Photon>                  "ootPhotons"                ""                "Demo"    
vector<reco::Photon>                  "ootPhotonsTmp"             ""                "Demo"    
vector<reco::Photon>                  "photons"                   ""                "Demo"    
vector<reco::Photon>                  "photonsFromMultiCl"        ""                "Demo"    
vector<reco::PhotonCore>              "gedPhotonCore"             ""                "Demo"    
vector<reco::PhotonCore>              "ootPhotonCore"             ""                "Demo"    
vector<reco::PhotonCore>              "photonCore"                ""                "Demo"    
vector<reco::PhotonCore>              "photonCoreFromMultiCl"     ""                "Demo"    
vector<reco::PixelClusterTagInfo>     "pixelClusterTagInfos"      ""                "Demo"    
vector<reco::PreId>                   "lowPtGsfElectronSeeds"     ""                "Demo"    
vector<reco::PreId>                   "lowPtGsfElectronSeeds"     "HCAL"            "Demo"    
vector<reco::PreId>                   "trackerDrivenElectronSeeds"   "preid"           "Demo"    
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerXClusters"   "Demo"    
vector<reco::PreshowerCluster>        "uncleanedOnlyMulti5x5SuperClustersWithPreshower"   "preshowerXClusters"   "Demo"    
vector<reco::PreshowerCluster>        "multi5x5SuperClustersWithPreshower"   "preshowerYClusters"   "Demo"    
vector<reco::PreshowerCluster>        "uncleanedOnlyMulti5x5SuperClustersWithPreshower"   "preshowerYClusters"   "Demo"    
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerXClustersShape"   "Demo"    
vector<reco::PreshowerClusterShape>    "multi5x5PreshowerClusterShape"   "multi5x5PreshowerYClustersShape"   "Demo"    
vector<reco::RecoChargedRefCandidate>    "initialStepTrackRefsForJets"   ""                "Demo"    
vector<reco::RecoChargedRefCandidate>    "trackRefsForJets"          ""                "Demo"    
vector<reco::RecoChargedRefCandidate>    "trackRefsForJetsBeforeSorting"   ""                "Demo"    
vector<reco::RecoChargedRefCandidate>    "trackRefsForJetsBeforeSorting4D"   ""                "Demo"    
vector<reco::RecoChargedRefCandidate>    "trackRefsForJetsBeforeSorting4DnoPID"   ""                "Demo"    
vector<reco::RecoEcalCandidate>       "hfRecoEcalCandidate"       ""                "Demo"    
vector<reco::RecoTauPiZero>           "hpsPFTauProducer"          "pizeros"         "Demo"    
vector<reco::ShallowTagInfo>          "pfDeepCMVATagInfos"        ""                "Demo"    
vector<reco::ShallowTagInfo>          "pfDeepCSVTagInfos"         ""                "Demo"    
vector<reco::SuperCluster>            "cleanedHybridSuperClusters"   ""                "Demo"    
vector<reco::SuperCluster>            "correctedHybridSuperClusters"   ""                "Demo"    
vector<reco::SuperCluster>            "correctedMulti5x5SuperClustersWithPreshower"   ""                "Demo"    
vector<reco::SuperCluster>            "hfEMClusters"              ""                "Demo"    
vector<reco::SuperCluster>            "hybridSuperClusters"       ""                "Demo"    
vector<reco::SuperCluster>            "lowPtGsfElectronSuperClusters"   ""                "Demo"    
vector<reco::SuperCluster>            "multi5x5SuperClustersWithPreshower"   ""                "Demo"    
vector<reco::SuperCluster>            "particleFlowEGamma"        ""                "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCal"   ""                "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCalFromMultiCl"   ""                "Demo"    
vector<reco::SuperCluster>            "uncleanedHybridSuperClusters"   ""                "Demo"    
vector<reco::SuperCluster>            "uncleanedOnlyCorrectedHybridSuperClusters"   ""                "Demo"    
vector<reco::SuperCluster>            "uncleanedOnlyCorrectedMulti5x5SuperClustersWithPreshower"   ""                "Demo"    
vector<reco::SuperCluster>            "uncleanedOnlyMulti5x5SuperClustersWithPreshower"   ""                "Demo"    
vector<reco::SuperCluster>            "multi5x5SuperClusters"     "multi5x5EndcapSuperClusters"   "Demo"    
vector<reco::SuperCluster>            "multi5x5SuperClustersCleaned"   "multi5x5EndcapSuperClusters"   "Demo"    
vector<reco::SuperCluster>            "multi5x5SuperClustersUncleaned"   "multi5x5EndcapSuperClusters"   "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALBarrel"   "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCal"   "particleFlowSuperClusterECALBarrel"   "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCalFromMultiCl"   "particleFlowSuperClusterECALBarrel"   "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALEndcapWithPreshower"   "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterOOTECAL"   "particleFlowSuperClusterOOTECALBarrel"   "Demo"    
vector<reco::SuperCluster>            "particleFlowSuperClusterOOTECAL"   "particleFlowSuperClusterOOTECALEndcapWithPreshower"   "Demo"    
vector<reco::SuperCluster>            "simPFProducer"             "perfect"         "Demo"    
vector<reco::SuperCluster>            "hybridSuperClusters"       "uncleanOnlyHybridSuperClusters"   "Demo"    
vector<reco::SuperCluster>            "multi5x5SuperClusters"     "uncleanOnlyMulti5x5EndcapSuperClusters"   "Demo"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfGhostTrackVertexTagInfos"   ""                "Demo"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfInclusiveSecondaryVertexFinderCvsLTagInfos"   ""                "Demo"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfInclusiveSecondaryVertexFinderTagInfos"   ""                "Demo"    
vector<reco::TemplatedSecondaryVertexTagInfo<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo>,reco::VertexCompositePtrCandidate> >    "pfSecondaryVertexTagInfos"   ""                "Demo"    
vector<reco::TemplatedSoftLeptonTagInfo<edm::Ptr<reco::Candidate> > >    "softPFElectronsTagInfos"   ""                "Demo"    
vector<reco::TemplatedSoftLeptonTagInfo<edm::Ptr<reco::Candidate> > >    "softPFMuonsTagInfos"       ""                "Demo"    
vector<reco::Track>                   "ckfInOutTracksFromConversions"   ""                "Demo"    
vector<reco::Track>                   "ckfOutInTracksFromConversions"   ""                "Demo"    
vector<reco::Track>                   "convStepTracks"            ""                "Demo"    
vector<reco::Track>                   "conversionStepTracks"      ""                "Demo"    
vector<reco::Track>                   "cosmicMuons"               ""                "Demo"    
vector<reco::Track>                   "cosmicMuons1Leg"           ""                "Demo"    
vector<reco::Track>                   "cosmicsVetoTracks"         ""                "Demo"    
vector<reco::Track>                   "cosmicsVetoTracksRaw"      ""                "Demo"    
vector<reco::Track>                   "detachedQuadStepTracks"    ""                "Demo"    
vector<reco::Track>                   "displacedGlobalMuons"      ""                "Demo"    
vector<reco::Track>                   "displacedStandAloneMuons"   ""                "Demo"    
vector<reco::Track>                   "displacedTracks"           ""                "Demo"    
vector<reco::Track>                   "earlyGeneralTracks"        ""                "Demo"    
vector<reco::Track>                   "generalTracks"             ""                "Demo"    
vector<reco::Track>                   "globalMuons"               ""                "Demo"    
vector<reco::Track>                   "highPtTripletStepTracks"   ""                "Demo"    
vector<reco::Track>                   "initialStepTracks"         ""                "Demo"    
vector<reco::Track>                   "lowPtQuadStepTracks"       ""                "Demo"    
vector<reco::Track>                   "lowPtTripletStepTracks"    ""                "Demo"    
vector<reco::Track>                   "mergedDuplicateDisplacedTracks"   ""                "Demo"    
vector<reco::Track>                   "mergedDuplicateTracks"     ""                "Demo"    
vector<reco::Track>                   "muonSeededTracksInOut"     ""                "Demo"    
vector<reco::Track>                   "muonSeededTracksOutIn"     ""                "Demo"    
vector<reco::Track>                   "muonSeededTracksOutInDisplaced"   ""                "Demo"    
vector<reco::Track>                   "pixelPairStepTracks"       ""                "Demo"    
vector<reco::Track>                   "preDuplicateMergingDisplacedTracks"   ""                "Demo"    
vector<reco::Track>                   "preDuplicateMergingGeneralTracks"   ""                "Demo"    
vector<reco::Track>                   "refittedStandAloneMuons"   ""                "Demo"    
vector<reco::Track>                   "standAloneMuons"           ""                "Demo"    
vector<reco::Track>                   "trackExtenderWithMTD"      ""                "Demo"    
vector<reco::Track>                   "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "Demo"    
vector<reco::Track>                   "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "Demo"    
vector<reco::Track>                   "displacedStandAloneMuons"   "UpdatedAtVtx"    "Demo"    
vector<reco::Track>                   "refittedStandAloneMuons"   "UpdatedAtVtx"    "Demo"    
vector<reco::Track>                   "standAloneMuons"           "UpdatedAtVtx"    "Demo"    
